37442,5728
,5728
Subject:,5728
.,5658
",",5300
to,5217
the,5082
and,4556
-,4530
you,4458
:,4435
a,4411
for,4386
of,4297
in,4055
is,3937
on,3763
i,3631
/,3528
have,3432
this,3351
with,3315
your,3305
be,3285
we,3053
),3031
that,3002
',2982
(,2964
will,2941
are,2875
@,2851
from,2848
at,2812
please,2808
vince,2791
it,2761
if,2744
enron,2575
by,2532
subject,2443
s,2425
as,2383
me,2307
am,2259
can,2186
not,2177
cc,2177
or,2175
?,2171
re,2138
would,2119
our,2113
kaminski,1964
com,1956
an,1899
thanks,1839
!,1790
any,1786
2000,1761
know,1712
"""",1698
pm,1689
all,1676
j,1675
time,1654
do,1643
my,1604
ect,1598
like,1531
hou,1502
about,1473
1,1457
has,1430
10,1391
2,1389
let,1349
one,1344
3,1339
may,1306
here,1290
get,1290
more,1280
so,1269
but,1265
also,1265
information,1241
group,1233
was,1221
some,1209
research,1207
up,1193
us,1188
need,1180
e,1169
there,1151
what,1139
forwarded,1139
new,1125
very,1121
out,1109
been,1107
2001,1098
t,1080
regards,1078
message,1077
see,1072
email,1061
mail,1057
5,1044
which,1033
11,1022
no,1017
best,1016
forward,1010
just,1003
work,1000
other,989
4,986
make,985
business,973
http,968
should,967
he,962
12,941
could,929
look,924
01,922
call,921
contact,915
who,912
now,911
these,902
thank,899
houston,899
week,875
00,870
30,861
they,860
good,856
help,855
when,849
only,845
m,839
sent,835
meeting,817
how,808
well,798
following,794
their,785
send,785
&,782
corp,781
$,772
want,772
management,771
next,771
his,770
over,764
day,756
04,756
risk,754
questions,746
use,745
dear,743
take,739
shirley,739
available,735
attached,726
energy,724
02,724
www,722
03,719
;,716
last,705
th,703
_,700
think,695
fax,686
hi,686
09,685
phone,683
free,681
8,678
08,677
company,676
15,674
into,673
them,667
give,665
much,664
below,660
number,658
05,654
two,652
than,644
year,642
interested,641
list,641
through,641
713,638
20,636
find,632
6,629
had,628
working,626
back,625
d,624
office,612
today,609
way,608
first,607
go,605
market,603
hope,602
many,599
after,594
shall,593
p,590
great,589
university,586
edu,579
him,577
people,576
few,575
date,573
stinson,560
>,559
power,556
price,555
then,554
again,553
regarding,552
address,551
7,549
provide,548
don,546
name,544
friday,541
06,537
crenshaw,535
before,520
most,520
07,519
were,518
%,515
its,514
program,508
visit,507
ll,505
original,502
9,502
received,502
order,493
both,493
future,491
conference,490
interest,488
team,488
within,486
morning,485
days,483
offer,483
possible,483
19,483
able,483
where,482
trading,481
16,479
click,475
looking,472
model,471
review,467
process,460
x,459
system,457
request,457
because,457
schedule,457
*,454
soon,454
17,451
support,450
web,449
doc,449
such,448
talk,447
made,446
data,446
project,446
monday,446
finance,446
14,445
might,444
financial,444
set,442
right,442
25,442
site,441
going,440
discuss,437
feel,437
home,435
access,435
18,434
based,431
does,430
still,428
john,428
opportunity,427
meet,427
services,423
years,423
0,422
sure,422
development,421
however,421
c,418
each,417
come,415
london,414
21,412
interview,412
gibner,411
27,409
copy,409
director,408
further,408
part,408
under,408
24,406
end,406
29,406
thursday,404
hello,403
department,403
receive,402
using,400
during,399
presentation,399
+,398
],398
since,398
prices,396
between,395
school,395
current,394
start,394
currently,388
sincerely,387
[,387
given,386
13,384
28,382
already,381
23,380
details,380
additional,379
long,376
did,375
853,374
form,373
software,373
position,370
note,369
22,369
money,367
while,365
april,365
full,363
another,362
same,360
being,359
markets,358
resume,357
person,354
ask,353
50,353
options,352
credit,351
those,350
including,349
gas,346
together,346
31,345
include,344
26,343
wednesday,341
mr,340
really,338
website,337
000,336
appreciate,336
b,335
cost,334
her,334
real,333
case,333
etc,332
net,331
r,330
several,329
happy,326
internet,323
above,323
ve,322
put,322
value,322
weeks,322
too,320
problem,319
used,318
analysis,318
check,318
better,318
issues,316
due,315
off,315
per,315
tuesday,315
even,314
online,314
g,314
industry,313
place,312
change,311
important,311
believe,309
changes,308
done,308
line,308
without,307
version,307
reply,307
getting,305
products,304
manager,302
plan,301
life,299
info,298
sorry,296
try,295
type,295
option,295
file,293
different,292
co,291
pricing,291
results,290
things,290
she,290
vkamins,290
=,288
either,288
kevin,287
comments,287
keep,286
l,284
companies,284
high,284
must,284
tx,284
month,283
44,283
mike,282
world,281
asked,280
three,279
wish,279
service,277
term,277
u,277
once,277
area,276
needs,275
experience,275
managing,273
45,273
until,272
lot,271
mark,271
course,271
around,270
short,269
respond,269
wanted,269
related,268
#,268
book,268
o,267
jeff,267
issue,266
summer,266
report,265
follow,265
derivatives,265
vasant,262
bring,261
40,261
complete,260
david,260
july,259
having,259
march,259
attend,259
v,258
join,258
return,258
steve,258
na,258
100,257
dr,257
months,257
grant,257
own,254
point,253
north,253
update,253
zimin,252
room,251
buy,250
president,250
yet,249
special,248
state,246
marketing,245
total,245
doing,245
tomorrow,245
product,244
read,243
ready,243
technology,243
understand,241
corporate,240
save,238
response,238
immediately,238
open,238
technical,238
move,237
got,237
kind,236
resources,236
level,236
down,236
probably,236
making,235
success,234
june,233
mentioned,233
afternoon,233
specific,232
opportunities,231
account,231
america,231
projects,230
members,230
professor,230
deal,230
investment,229
street,229
hearing,228
every,228
lon,228
fyi,228
via,227
associate,227
continue,227
sending,227
later,227
customers,226
taking,226
times,226
paper,226
december,226
tanya,226
rate,225
center,225
job,225
texas,224
anything,224
others,223
link,223
students,223
key,222
whether,222
application,221
news,221
requested,221
scheduled,221
wrote,221
provided,220
systems,220
