16868,3486
,3486
subject:,3486
.,3452
",",3318
to,3240
the,3194
:,2921
and,2836
-,2830
you,2796
for,2758
a,2719
on,2718
of,2651
i,2614
in,2580
is,2457
/,2362
hav,2289
vint,2282
thi,2124
be,2114
with,2114
@,2063
),2058
enron,2045
pleas,2035
(,2027
wil,1988
that,1969
at,1917
',1892
we,1892
yo,1883
thank,1851
if,1839
subject,1837
ar,1824
from,1800
it,1794
cc,1748
am,1745
me,1725
as,1646
re,1635
by,1633
com,1596
kaminsk,1579
s,1575
would,1541
not,1452
can,1441
2000,1388
forward,1383
or,1354
pm,1337
us,1318
j,1292
?,1283
an,1283
ect,1271
know,1235
tim,1212
our,1201
hou,1197
any,1163
my,1162
"""",1148
let,1117
regard,1108
lik,1074
work,1072
al,1053
do,966
group,964
about,959
research,948
off,941
nee,936
has,928
10,918
man,900
look,900
meet,895
2,894
also,884
fin,880
get,877
inform,869
1,869
2001,862
so,859
som,849
may,838
3,834
but,810
very,790
week,789
was,787
!,786
ther,783
her,782
cal,780
11,776
up,770
dat,754
corp,750
follow,743
what,741
mak,735
see,725
mor,716
houston,716
he,713
new,711
giv,710
01,704
contact,699
oth,697
been,696
mess,682
e,679
attach,677
should,675
day,671
mail,669
interest,668
12,667
discuss,667
which,663
quest,660
4,645
out,640
send,638
help,636
tak,632
direct,629
could,622
email,618
00,613
t,610
04,602
want,600
30,598
market,591
year,588
busy,587
shirley,587
best,582
wel,580
think,567
risk,567
sent,566
energy,564
03,563
02,563
hop,560
they,558
thes,556
model,556
just,553
5,551
who,547
next,545
pric,545
good,544
his,544
09,542
develop,542
talk,538
when,538
pres,534
fax,533
m,533
&,531
th,528
receiv,527
dear,523
08,519
hi,513
sint,511
avail,507
05,507
713,498
last,498
provid,497
trad,497
numb,494
how,492
univers,490
cur,488
ask,486
don,480
no,478
edu,474
their,472
15,472
phon,468
gre,467
http,467
process,462
includ,462
two,461
shal,460
bas,459
project,459
list,459
stinson,458
poss,456
ev,455
find,453
real,451
much,450
them,443
had,442
back,440
him,439
opt,438
friday,436
request,435
20,431
now,429
conf,424
program,424
op,423
crenshaw,422
company,420
06,420
serv,415
cop,413
d,412
nam,409
issu,409
abl,407
produc,407
pow,406
spec,406
_,406
07,405
opportun,404
8,402
first,399
p,397
adv,397
stat,397
origin,393
chang,391
;,391
review,387
below,387
posit,387
through,387
act,387
team,386
address,386
rel,385
again,383
www,382
6,381
set,381
>,380
valu,380
ov,380
plan,379
doc,376
interview,375
few,373
addit,371
than,367
aft,365
apprecy,364
depart,364
into,363
many,360
schedule,360
system,358
morn,356
fre,355
form,355
respons,355
both,352
16,351
go,348
way,348
support,348
visit,348
today,346
person,346
monday,345
then,345
19,345
wer,343
gibn,340
sum,339
john,337
bef,337
fil,336
attend,335
peopl,335
detail,333
17,333
speak,332
problem,329
london,327
soon,327
9,327
feel,326
most,323
start,321
suggest,321
try,320
intern,318
gen,317
14,315
thursday,315
wher,315
assocy,314
howev,314
assist,314
ll,312
7,311
school,309
particip,307
dur,307
long,306
going,304
apply,303
tel,303
requir,303
stil,300
18,299
invit,298
sam,297
end,296
access,295
diff,294
resum,294
28,293
mov,293
853,292
sign,292
$,291
plac,290
might,289
27,289
x,289
loc,288
13,288
23,288
ear,287
complet,287
upd,286
cas,286
part,285
hear,283
25,281
between,281
c,280
29,280
report,279
sur,279
analys,277
commun,275
such,275
april,273
each,273
21,272
high,271
22,271
understand,267
wednesday,266
der,266
employ,265
did,265
decid,265
term,264
ord,262
fut,262
und,262
stud,261
lat,260
anoth,260
mat,259
already,258
web,258
26,255
togeth,254
becaus,253
robert,253
within,252
org,251
typ,251
gas,251
arrang,251
24,250
top,250
31,248
join,248
respond,248
cent,247
point,247
ment,247
doe,246
profess,246
stev,245
put,245
publ,244
writ,244
mark,243
furth,242
confirm,242
right,242
reg,242
result,242
import,242
etc,240
sev,240
book,239
sit,239
kevin,238
resourc,238
*,237
hom,236
mik,235
+,234
consid,234
tx,233
vkamin,233
tuesday,232
mr,231
july,231
techn,230
ful,230
lin,230
happy,230
thing,229
credit,229
44,228
short,228
b,227
cost,227
memb,226
prob,226
expery,224
rec,224
mad,224
thought,223
car,223
continu,222
eb,221
lead,220
contract,220
hello,220
check,219
effort,219
believ,217
return,217
],216
david,214
deal,214
bet,214
0,213
elect,213
room,213
run,213
pap,212
grant,212
nor,212
agr,211
clos,211
keep,210
coordin,210
industry,210
[,209
vas,209
sorry,208
being,208
she,208
thos,208
begin,208
bring,208
ind,207
cours,206
whil,206
due,205
zimin,205
na,205
lot,204
cre,204
cov,203
jeff,203
co,202
candid,202
read,201
commit,200
tomorrow,199
expect,198
fact,198
ad,197
dr,196
allow,196
vert,195
rat,194
tany,194
march,193
eith,193
until,193
mean,192
approv,192
month,189
too,189
level,189
success,188
ve,188
mon,188
propos,187
reserv,187
docu,187
engin,186
unit,186
seem,186
lon,186
comput,185
gradu,184
glad,184
nat,184
g,183
involv,183
jun,180
lunch,180
confid,180
wrot,178
econom,178
job,178
pay,177
are,177
abov,176
glob,176
texa,176
int,176
afternoon,175
custom,175
concern,175
din,175
fyi,174
pag,174
account,174
45,174
rol,174
kind,173
around,173
smi,173
europ,173
skil,171
hour,171
40,170
sal,170
leav,170
curv,170
immedy,169
reply,169
approach,168
presid,168
recommend,168
janu,167
extend,167
got,166
admin,166
execut,166
wheth,166
technolog,166
ric,165
vary,164
own,163
scheduled,163
50,163
say,163
doing,162
submit,162
everyon,162
bil,161
weath,161
en,160
per,160
americ,160
id,160
martin,160
decemb,159
yet,159
assum,159
down,158
pri,157
lu,157
yesterday,157
analyst,157
street,157
els,156
desk,156
view,155
info,155
internet,155
enjoy,155
impl,154
individ,154
cont,154
ont,154
effect,153
colleagu,152
febru,152
anyth,152
study,152
head,152
conveny,151
var,150
annount,149
pot,149
contain,149
wish,149
shanbhog,149
via,149
along,148
build,148
invest,148
link,147
someth,147
met,147
perform,146
three,146
trip,146
recruit,145
ref,145
guy,145
er,145
ee,145
michael,144
particul,144
brief,144
buy,143
describ,143
design,143
r,143
sec,143
correct,143
distribut,143
5290,142
flo,142
prep,142
second,141
o,141
l,141
quick,141
far,140
limit,139
william,139
told,139
%,139
wond,139
sery,138
volatil,138
stay,138
spok,138
repres,138
someon,137
past,137
capit,136
introduc,135
firm,135
reason,135
show,135
box,134
learn,134
prevy,134
period,134
mailto,133
55,132
feedback,131
softw,131
without,131
33,131
found,131
non,130
richard,130
acceiv,130
un,130
ent,130
standard,130
32,130
expl,130
vic,130
commerc,129
w,129
ok,129
weekend,129
paul,129
util,128
shar,128
class,128
novemb,128
altern,128
del,128
calc,128
52,128
octob,128
evalu,128
uk,127
test,127
world,127
answ,127
coupl,127
necess,127
chair,127
key,126
main,126
train,126
solv,126
#,125
ye,125
mind,125
august,125
reach,125
staff,125
telephon,125
clear,125
said,124
35,124
charg,124
artic,124
funct,124
consult,124
must,124
network,124
quit,123
excel,123
norm,123
46,123
tamarchenko,123
held,123
ide,123
mil,122
driv,122
purchas,122
contribut,122
tom,122
jon,121
exampl,121
47,121
asset,121
~,121
u,120
larg,120
commod,120
auth,120
upon,120
hist,120
ident,119
increas,119
click,119
000,119
ex,119
min,119
,119
tot,119
intend,119
select,118
becom,118
hotel,118
enronxg,118
alex,117
friend,117
=,117
masson,117
certain,116
minut,116
49,116
institut,116
net,115
easy,115
touch,115
html,115
post,115
37,115
sim,115
v,115
miss,114
59,114
pass,114
left,114
